expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments
6/9/22,Vantiv eCommerce,"8500 Governor""s Hill  Cincinnati  Ohio 45249",Business/Group/Organization,130.14,Calvert County Democratic Central Committee,Other Expenses,Credit Card Service Processing Charges,NA,Electronic Check,NA,Electoral,NA
6/28/22,Amazon,P.O.Box 81226  Seattle  Washington 98108,Business/Group/Organization,39.21,Calvert County Democratic Central Committee,Other Expenses,Other,NA,Debit Card,NA,Electoral,Copy Paper
6/28/22,Amazon,P.O.Box 81226  Seattle  Washington 98108,Business/Group/Organization,157.38,Calvert County Democratic Central Committee,Other Expenses,Other,NA,Debit Card,NA,Electoral,Envelopes
6/29/22,Doyle Printing,5206 46th Avenue  Hyattsville  Maryland 20781,Business/Group/Organization,593.6,Calvert County Democratic Central Committee,Other Expenses,Other,NA,Debit Card,NA,Electoral,Palm Cards
6/30/22,Amazon,P.O.Box 81226  Seattle  Washington 98108,Business/Group/Organization,178.02,Calvert County Democratic Central Committee,Other Expenses,Other,NA,Debit Card,NA,Electoral,Envelopes
6/30/22,Amazon,P.O.Box 81226  Seattle  Washington 98108,Business/Group/Organization,39.21,Calvert County Democratic Central Committee,Other Expenses,Online Advertising,NA,Debit Card,NA,Electoral,Copy Paper
6/13/22,Lauren Elyard,12217 Bonanza Trail  Lusby  Calvert  Maryland 20657,Individual,263.04,Calvert County Democratic Central Committee,Other Expenses,Other,NA,Check,NA,Electoral,Reimbursement for Domain Names
6/15/22,Cindy Yoe,821 Willow Way  Prince Frederick  Calvert  Maryland 20678,Individual,303.83,Calvert County Democratic Central Committee,Fund Raiser,Fundraiser -General Expenses,NA,Check,NA,Electoral,NA
6/18/22,"Rod ""n Reel",4165 Mears Ave  Chesapeake Beach  Maryland 20732,Business/Group/Organization,7213.3,Calvert County Democratic Central Committee,Fund Raiser,Fundraiser - Food & Beverage,NA,Check,NA,Electoral,NA
6/29/22,NA,NA,Reimburse,14.61,Hettleman  Shelly Friends of,Other Expenses,Volunteer Meals,NA,Check,Costco,Electoral,Water for event
6/29/22,NA,NA,Reimburse,27.1,Hettleman  Shelly Friends of,Other Expenses,Volunteer Meals,NA,Check,Safeway,Electoral,Beverages (soda) for event
6/29/22,NA,NA,Reimburse,47.07,Hettleman  Shelly Friends of,Other Expenses,Meeting Expenses,NA,Check,Party City,Electoral,Event Supplies
6/13/22,Staples,1305 West 7th Street  Frederick  Maryland 21701,Business/Group/Organization,23.84,Thrasher  Tarolyn Campaign,Printing and Campaign Materials,Printing - Copies,NA,Debit Card,NA,Electoral,NA
6/16/22,Canva,268 Devonshire St  Surry Hill  AUSTRALIA,Business/Group/Organization,19.94,Thrasher  Tarolyn Campaign,Printing and Campaign Materials,Book/Brochure Advertising,NA,Debit Card,NA,Electoral,NA
6/17/22,WIX,40 Namal Tel Aviv Street  Tel Aviv  LATVIA,Business/Group/Organization,6,Thrasher  Tarolyn Campaign,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/10/22,Damien Lee  Villanova,3805 Leafcrest Ct  Dunkirk  Maryland 20754,Self (Candidate),369.35,Villanova  Damien Friends of,Other Expenses,Billboards / Outdoor Advertising,NA,Credit Card/Visa,NA,Electoral,Reimbursement - Materials for campaign signs.  Home Depot
6/21/22,Damien Lee  Villanova,3805 Leafcrest Ct  Dunkirk  Maryland 20754,Self (Candidate),8.47,Villanova  Damien Friends of,Other Expenses,Other,NA,Debit Card,NA,Electoral,Reimbursement - USB Drive.  Office Depot/Office Max
6/21/22,Damien Lee  Villanova,3805 Leafcrest Ct  Dunkirk  Maryland 20754,Self (Candidate),35,Villanova  Damien Friends of,Other Expenses,Other,NA,Cash,NA,Electoral,Reimbursement - Voter List obtained from MD State Board of Elections (Calvert County Branch).
6/28/22,United States Postal Service,1645 Sun City Center  Sun City Center  Florida 33573-9998,Business/Group/Organization,5.84,Villanova  Damien Friends of,Postage,Postage,NA,Debit Card,NA,Electoral,Postage (stamped envelopes). Mailed donation receipts from 6/14/2022 reporting period.
6/21/22,Campaign Sidekick,1550 Old Annetta  Aledo  Texas 76008,Business/Group/Organization,1,ODonnell  Kyle for Citizens,Other Expenses,Other,NA,Debit Card,NA,Electoral,Campaign Software
6/13/22,Streamyard,2810 North Church Street  Wilmington  Delaware 19802,Business/Group/Organization,25,Thrasher  Tarolyn Campaign,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/24/22,Connoisseur Media,5966 Grove Hill Rd  Frederick  Maryland 21703,Business/Group/Organization,2890,Cox  Dan for Governor,Media,Radio,NA,Debit Card,NA,Electoral,NA
6/10/22,PayPal,2211 N 1st St  San Jose  California 95131,Business/Group/Organization,3.39,Koziol  Josh (Joshua) County Council,Other Expenses,Bank Charges,NA,EFT,NA,Electoral,NA
6/18/22,Neighborhood Signs & Stickers,6655 Amberton Drive  Suite L  Elkridge  Maryland 21075,Business/Group/Organization,339.2,Merillat  Kevin 4 Delegate,Printing and Campaign Materials,Printing - Yard Signs,NA,Check,NA,Electoral,NA
6/24/22,Burton Research and Strategies,8820 Galax Court  Chapel Hill  North Carolina 27516,Business/Group/Organization,3874.13,Merillat  Kevin 4 Delegate,Direct Mailing by Mail House (R),Mailing Service,NA,Check,NA,Electoral,NA
6/30/22,Anedot,1340 Poydras Stree  New Orleans  Louisiana 70112,Business/Group/Organization,2.3,Merillat  Kevin 4 Delegate,Other Expenses,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
5/8/22,Wix.com,40 Namal Tel  Aviv 6350671  ISRAEL,Business/Group/Organization,10,Tyo  Tanya Citizens to Elect for Harco BOE,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA
6/23/22,Washington Post,1301 K St NW  Washington DC  20071,Business/Group/Organization,4.23,Bhandari  Harry (H.B.) Friends of,Media,Newspaper,NA,Debit Card,NA,Electoral,NA
6/29/22,FedEx,8501 Georgia Ave  Silver Spring  Maryland 20910,Business/Group/Organization,63.58,King  John for Governor,Postage,Mailing Service,NA,Check,NA,Electoral,Shipping
6/14/22,Fraiser  LLC,80 M St SE  Ste 100  Washington  District Of Columbia 20003,Business/Group/Organization,26022.92,King  John for Governor,Postage,Mailing List,NA,Check,NA,Electoral,List Purchase
6/8/22,Anedot,1340 Poydras Street  Suite 1770  New Orleans  Louisiana 70112,Business/Group/Organization,20.3,Fugett  Tony Friends for,Fund Raiser,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/11/22,Anedot,1340 Poydras Street  Suite 1770  New Orleans  Louisiana 70112,Business/Group/Organization,4.3,Fugett  Tony Friends for,Fund Raiser,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/15/22,Anedot,1340 Poydras Street  Suite 1770  New Orleans  Louisiana 70112,Business/Group/Organization,4.3,Fugett  Tony Friends for,Fund Raiser,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/16/22,Anedot,1340 Poydras Street  Suite 1770  New Orleans  Louisiana 70112,Business/Group/Organization,2.3,Fugett  Tony Friends for,Fund Raiser,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/17/22,Anedot,1340 Poydras Street  Suite 1770  New Orleans  Louisiana 70112,Business/Group/Organization,2.3,Fugett  Tony Friends for,Fund Raiser,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/17/22,Anedot,1340 Poydras Street  Suite 1770  New Orleans  Louisiana 70112,Business/Group/Organization,20.3,Fugett  Tony Friends for,Fund Raiser,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/27/22,Weis Markets,448 Prospect Blvd  Frederick  Maryland 21701,Business/Group/Organization,19.2,Lufkin  Julianna Friends of,Fund Raiser,Fundraiser -General Expenses,NA,Debit Card,NA,Electoral,NA
6/27/22,Amazon,410 Terry Ave  North Seattle  Washington 98109,Business/Group/Organization,123.81,Lufkin  Julianna Friends of,Fund Raiser,Fundraiser -General Expenses,NA,Debit Card,NA,Electoral,NA
6/10/22,Actblue,366 Summer St  Somerville  Massachusetts 02144,Business/Group/Organization,41.62,Hyman  Naomi Committee to Elect,Fund Raiser,Credit Card Service Processing Charges,NA,Debit Card,NA,Electoral,NA
6/10/22,Staples,8168 Elliot Road Suite 1  Easton  Maryland 21601,Business/Group/Organization,38.25,Hyman  Naomi Committee to Elect,Rent and Other Office expenses,Office Supplies,NA,Debit Card,NA,Electoral,NA
6/22/22,Kojak Graphics,11 N. Court Street  Westminster  Maryland 21157,Business/Group/Organization,1861.85,Gordon  Tom (Thomas) Friends of,Postage,Postage,NA,Check,NA,Electoral,NA
6/10/22,Staples,615 Bel Air Road  Bel Air  Maryland 21014,Business/Group/Organization,42.38,McComas  Susan K. The Committee To Elect,Rent and Other Office expenses,Office Supplies,NA,Check,NA,Electoral,NA
6/13/22,Beulah  Curtis Committee to Elect,624 E. Wheel Road  Bel Air  Maryland 21015-6121,Candidate Committee,85,McComas  Susan K. The Committee To Elect,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Lincoln/Reagan Dinner
6/14/22,Bel Air Post Office,202 Blum Ct  Bel Air  Maryland 21014,Business/Group/Organization,218.46,McComas  Susan K. The Committee To Elect,Postage,Mailing Service,NA,Check,NA,Electoral,NA
6/15/22,Bel Air Post Office,202 Blum Ct  Bel Air  Maryland 21014,Business/Group/Organization,232,McComas  Susan K. The Committee To Elect,Postage,Postage,NA,Check,NA,Electoral,NA
6/27/22,Office Centre,311 N Union Avenue  Havre de Grace  Maryland 21078,Business/Group/Organization,901.17,McComas  Susan K. The Committee To Elect,Postage,Mailing Service,NA,Check,NA,Electoral,NA
6/9/22,WaWa,10620 Martin Luther King Jr. Highway  Lanham  Maryland 20706,Business/Group/Organization,33.94,Elliot  Rich for Maryland,Field Expenses,Other,NA,Debit Card,NA,Electoral,NA
6/14/22,Stripe,354 Oyster Point Blvd.  South San Francisco  California 94080,Business/Group/Organization,22.66,Howard County Democratic Unity Slate,Other Expenses,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,ActBlue Fees
6/17/22,Stripe,354 Oyster Point Blvd.  South San Francisco  California 94080,Business/Group/Organization,18.73,Howard County Democratic Unity Slate,Other Expenses,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,ActBlue Fees
6/23/22,Stripe,354 Oyster Point Blvd.  South San Francisco  California 94080,Business/Group/Organization,9.48,Howard County Democratic Unity Slate,Other Expenses,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,ActBlue Fees
6/29/22,Stripe,354 Oyster Point Blvd.  South San Francisco  California 94080,Business/Group/Organization,22.66,Howard County Democratic Unity Slate,Other Expenses,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,ActBlue Fees
6/13/22,Tidemore Public Affairs,1800 North Charles Street  Suite 902  Baltimore  Maryland 21218,Business/Group/Organization,6387.56,Howard County Democratic Unity Slate,Direct Mailing by Mail House (R),Mailing Service,NA,Debit Card,NA,Electoral,Invoice #1023 10 000 mailers
6/23/22,Abigail Brown,8951 Legion Road  Denton  Maryland 21629,Individual,1350.54,Cox  Dan for Governor,Postage,Postage,NA,EFT,NA,Electoral,NA
6/22/22,7 Eleven,1808 Woodlawn  Woodlawn  Maryland 21207,Business/Group/Organization,63,Thrasher  Tarolyn Campaign,Postage,Postage,NA,Debit Card,NA,Electoral,NA
6/13/22,DJ Remii,6105 Willow Way  Clinton  Maryland 20735,Business/Group/Organization,300,Wright  Nakia Friends of,Field Expenses,Other,NA,Debit Card,NA,Electoral,NA
6/22/22,Baltimore Sun,300 E Cromwell St  Baltimore  Maryland 21230,Business/Group/Organization,16.92,Bhandari  Harry (H.B.) Friends of,Media,Newspaper,NA,Debit Card,NA,Electoral,NA
6/27/22,Working Class Party Slate,P.O. Box 7152  Baltimore  Maryland 21218,Slate Committee,1090,Harding  David Committee to  Elect,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,EFT,NA,Electoral,NA
6/22/22,B.C.W. Prints Inc,1900 Lansdown Rd  Ste S  Baltimore  Maryland 21227,Business/Group/Organization,62.5,Thornton  Autrese For Board of Education,Printing and Campaign Materials,Graphic Design,NA,Credit Card/Visa,NA,Electoral,NA
6/21/22,Mark Weiss Associates,7101 Wisconsin Ave Suite 1114  Bethesda  Maryland 20814,Business/Group/Organization,753.66,Fisher  Wanika Friends of,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),NA,Check,NA,Electoral,NA
6/22/22,NA,NA,Reimburse,58,Fisher  Wanika Friends of,Postage,Postage,NA,Check,USPS,Electoral,NA
6/28/22,WANIKA BEATRICE  FISHER,P.O. Box 208  Hyattsville  Maryland 20781-0208,Self (Candidate),91.6,Fisher  Wanika Friends of,Other Expenses,Other,NA,Check,NA,Electoral,Reimbursement
7/1/22,Jordan Hines,840 N Madison St.  Wilmington  Delaware 19801,Individual,1400,Fisher  Wanika Friends of,Salaries and Other compensation,Consultant Fees- Campaign workers,NA,Check,NA,Electoral,NA
7/1/22,NA,NA,Reimburse,348,Fisher  Wanika Friends of,Postage,Postage,NA,Check,USPS,Electoral,NA
6/29/22,Mauricio Reyes,2305 St Clair Dr.  Temple Hills  Maryland 20748,Individual,510,Fisher  Wanika Friends of,Salaries and Other compensation,Consultant Fees- Campaign workers,NA,Check,NA,Electoral,NA
6/9/22,Insider Management Group,34 West Gordon Street  Bel Air  Maryland 21014,Business/Group/Organization,4411.77,Leadbetter  Shannon Friends of,Other Expenses,Other,NA,Check,NA,Electoral,Conservative Mailer   6 188 @$.626         $3 873.69 Consulting Fee                                          $   375.00 Voice Mail Drop (mask in school)@.037   $     94.67 Tax                                                            $     68.41 Tot
6/13/22,Home Depot,55 Forest Plaza  Annapolis  Maryland 21401,Business/Group/Organization,66.81,Leadbetter  Shannon Friends of,Other Expenses,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,NA
6/14/22,Johnson Lumber,3120 Solomons Island Rd  Edgewater  Maryland 21037,Business/Group/Organization,59.6,Leadbetter  Shannon Friends of,Other Expenses,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,NA
6/14/22,Anedot,1340 Poydras St  New Orleans  Louisiana 70112,Business/Group/Organization,8.96,Leadbetter  Shannon Friends of,Other Expenses,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/16/22,Anedot,1340 Poydras St  New Orleans  Louisiana 70112,Business/Group/Organization,23.06,Leadbetter  Shannon Friends of,Other Expenses,Credit Card Service Processing Charges,NA,Credit Card/Visa,NA,Electoral,NA
6/16/22,Postmaster,39 Stepney Ln  Edgewater  Maryland 21037,Business/Group/Organization,24,Leadbetter  Shannon Friends of,Postage,Postage,NA,Debit Card,NA,Electoral,NA
6/21/22,Anedot,1340 Poydras St  New Orleans  Louisiana 70112,Business/Group/Organization,14.6,Leadbetter  Shannon Friends of,Other Expenses,Bank Charges,NA,Credit Card/Visa,NA,Electoral,NA
6/21/22,Bob Kegal,3002 Uniontown Rd  Westminster  Maryland 21158,Individual,600,Ellin  David Friends of,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA
6/2/22,PNC Bank,301 Sail Place  Annapolis  Maryland 21401,Business/Group/Organization,72.99,Future Anne Arundel,Other Expenses,Bank Charges,STEUART PITTMAN - SUPPORT,EFT,NA,Electoral,NA
6/13/22,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,125,Nkongolo  LaToya Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/13/22,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,21.42,Nkongolo  LaToya Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/16/22,Andrew Lee  Havis,Havis for Senate  P.O. Box 112  College Park  Maryland 20740,Self (Candidate),0,Havis (Lee)) for Senate,Interest,NA,NA,Check,NA,Electoral,NA
6/16/22,NA,NA,Reimburse,27.03,Havis (Lee)) for Senate,Rent and Other Office expenses,Office Supplies,NA,Check,Carousel Checks,Electoral,NA
6/16/22,NA,NA,Reimburse,50,Havis (Lee)) for Senate,Other Expenses,Legal Fees - Campaign Election Relates,NA,Check,State Board of Elect,Electoral,NA
6/16/22,NA,NA,Reimburse,125,Havis (Lee)) for Senate,Field Expenses,Event or Fair Booth Expenses,NA,Check,100 Black Men,Electoral,NA
6/16/22,NA,NA,Reimburse,42.71,Havis (Lee)) for Senate,Printing and Campaign Materials,Printing - Brochures,NA,Check,Vistaprint,Electoral,NA
6/16/22,NA,NA,Reimburse,58,Havis (Lee)) for Senate,Postage,Postage,NA,Check,US Postal Service,Electoral,NA
6/16/22,NA,NA,Reimburse,20.79,Havis (Lee)) for Senate,Rent and Other Office expenses,Office - Campaign Office Maintenance,NA,Check,Metro Stamps,Electoral,NA
6/29/22,Arbutus Recreation and Parks Council,5405 East Drive  Arbutus  Maryland 21227,Business/Group/Organization,300,Ebersole  Eric Elect,Field Expenses,Event or Fair Booth Expenses,NA,Check,NA,Electoral,NA
6/14/22,PayPal,2211 North First Street  San Jose  California 95131,Business/Group/Organization,1.21,Marks  Shawna Mayon Friends of,Other Expenses,Credit Card Service Processing Charges,NA,Credit Card/MasterCard,NA,Electoral,NA
6/26/22,PayPal,2211 North First Street  San Jose  California 95131,Business/Group/Organization,0.78,Marks  Shawna Mayon Friends of,Other Expenses,Credit Card Service Processing Charges,NA,Credit Card/MasterCard,NA,Electoral,NA
7/1/22,PNC Bank,3135 Crain Highway  Waldorf  Maryland 20601,Business/Group/Organization,10,Marks  Shawna Mayon Friends of,Other Expenses,Bank Charges,NA,Credit Card/MasterCard,NA,Electoral,NA
6/21/22,VistaPrint,170 Data Drive  Waltham  Massachusetts 02451,Business/Group/Organization,164.69,Marks  Shawna Mayon Friends of,Printing and Campaign Materials,Printing - Brochures,NA,Credit Card/MasterCard,NA,Electoral,NA
6/28/22,Caleb Woodlon,PO Box 7243  Baltimore  Maryland 21218,Individual,210,Benbow  Reginald for Baltimore,Field Expenses,Consultant Fees- Campaign workers,NA,EFT,NA,Electoral,NA
6/10/22,King and Siri for Maryland Slate,P.O. Box 8429  Silver Spring  Maryland 20907,Slate Committee,63000,King Siri (Michelle) for Maryland,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Transfer Out
6/15/22,King and Siri for Maryland Slate,P.O. Box 8429  Silver Spring  Maryland 20907,Slate Committee,13000,King Siri (Michelle) for Maryland,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Transfer Out
6/22/22,King and Siri for Maryland Slate,P.O. Box 8429  Silver Spring  Maryland 20907,Slate Committee,11000,King Siri (Michelle) for Maryland,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Transfer Out
