jurisdiction_code,county_name,poll_place_id,poll_name,poll_address1,city,state,zip,legislative_sub_district,legislative_district,congressional_district,judicial_circuit,appellate_circuit,councilmanic_district,election_district,building_type,college_nearby,college_name,is_early_voting_location,election_district_precinct
4,Baltimore County,37566,Catonsville Middle School - Gym,2301 Edmondson AVE,Baltimore,MD,21228,NA,10,02,03,02,001,01,SCHOOL,NA,NA,NA,001-011
4,Baltimore County,36362,Catonsville Middle School - Cafeteria,2301 Edmondson Avenue,Baltimore,MD,21228,NA,10,02,03,02,001,01,SCHOOL,NA,NA,NA,001-012
4,Baltimore County,36929,Hillcrest Elementary School - Gym,1500 Frederick Road,Baltimore,MD,21228,44B,44,02,03,02,001,01,SCHOOL,NA,NA,NA,001-013
4,Baltimore County,37565,"Catonsville High School, Gym",421 Bloomsbury Avenue,Baltimore,MD,21228,NA,10,02,03,02,001,01,SCHOOL,NA,NA,NA,001-014
4,Baltimore County,37600,"Western School Of Technology, Gym",100 Kenwood Avenue,Baltimore,MD,21228,44B,44,07,03,02,001,01,SCHOOL,NA,NA,NA,001-015
4,Baltimore County,36667,Charlestown Retirement Community - Conf Ctr,719 Maiden Choice Lane,Baltimore,MD,21228,44A,44,07,03,02,001,01,COMMUNITY CENTER,NA,NA,NA,001-016
4,Baltimore County,37027,Dogwood Elementary School - Gym,7215 Dogwood Road,Baltimore,MD,21244,NA,10,02,03,02,001,01,SCHOOL,NA,NA,NA,001-017
4,Baltimore County,37567,"Chadwick Elementary School, Gym",1918 Winder Road,Baltimore,MD,21244,NA,10,07,03,02,001,01,SCHOOL,NA,NA,NA,001-018
4,Baltimore County,37579,Hillcrest Elementary School - Cafe,1500 Frederick RD,Baltimore,MD,21228,44B,44,07,03,02,001,01,SCHOOL,NA,NA,NA,001-019
4,Baltimore County,37559,Banneker Community Center - Gym,27 Main AVE,Baltimore,MD,21228,44A,44,02,03,02,001,01,COMMUNITY CENTER,NA,NA,NA,001-020
4,Baltimore County,37601,"Woodlawn High School, Cafe",1801 Woodlawn Drive,Baltimore,MD,21207,44B,44,07,03,02,002,01,SCHOOL,NA,NA,NA,001-021
4,Baltimore County,37565,"Catonsville High School, Gym",421 Bloomsbury Avenue,Baltimore,MD,21228,NA,10,07,03,02,001,01,SCHOOL,NA,NA,NA,001-022
4,Baltimore County,37600,"Western School Of Technology, Gym",100 Kenwood Avenue,Baltimore,MD,21228,44A,44,07,03,02,001,01,SCHOOL,NA,NA,NA,001-023
4,Baltimore County,36930,Powhatan Elementary School - Gym,3300 Kelox Road,Baltimore,MD,21207,44B,44,07,03,02,002,02,SCHOOL,NA,NA,NA,002-001
4,Baltimore County,36930,Powhatan Elementary School - Cafeteria,3300 Kelox Road,Baltimore,MD,21207,44B,44,07,03,02,002,02,SCHOOL,NA,NA,NA,002-002
4,Baltimore County,37576,Hebbville Elementary School - Multipurpose Rm,3335 Washington AVE,Baltimore,MD,21244,44B,44,02,03,02,004,02,SCHOOL,NA,NA,NA,002-003
4,Baltimore County,36645,Woodmoor Elementary School - Multipurpose Rm,3200 Elba Drive,Baltimore,MD,21207,44B,44,07,03,02,002,02,SCHOOL,NA,NA,NA,002-004
4,Baltimore County,37576,Hebbville Elementary School - Multipurpose Rm,3335 Washington AVE,Baltimore,MD,21244,44B,44,07,03,02,004,02,SCHOOL,NA,NA,NA,002-005
4,Baltimore County,36856,Milford Mill Academy - Gym,3800 Washington Avenue,Baltimore,MD,21244,44B,44,07,03,02,004,02,SCHOOL,NA,NA,NA,002-006
4,Baltimore County,37650,Northwest Academy Of Health Sciences - Gym,4627 Old Court RD,Baltimore,MD,21208,44B,44,07,03,02,002,02,SCHOOL,NA,NA,NA,002-007
4,Baltimore County,36743,Winand Elementary School - Cafeteria,8301 Scotts Level Road,Baltimore,MD,21208,11B,11,02,03,02,002,02,SCHOOL,NA,NA,NA,002-008
4,Baltimore County,36359,Scotts Branch Elementary School - Gym,8220 Tawnmoore Road,Baltimore,MD,21244,NA,10,07,03,02,004,02,SCHOOL,NA,NA,NA,002-009
4,Baltimore County,36360,Winfield Elementary School - Gym,8300 Carlson Lane,Baltimore,MD,21244,NA,10,07,03,02,004,02,SCHOOL,NA,NA,NA,002-010
4,Baltimore County,37654,Windsor Mill Middle - Gym,8300 Windsor Mill RD,Baltimore,MD,21244,NA,10,02,03,02,004,02,SCHOOL,NA,NA,NA,002-011
4,Baltimore County,36358,Liberty Senior Center - Multipurpose Rm,3525 Resource Drive,Randallstown,MD,21133,NA,10,02,03,02,004,02,COMMUNITY CENTER,NA,NA,NA,002-012
4,Baltimore County,36836,Church Lane Elementary/Technology School - Multipurpose Rm,3820 Fernside Road,Randallstown,MD,21133,NA,10,02,03,02,004,02,SCHOOL,NA,NA,NA,002-013
4,Baltimore County,36836,Church Lane Elementary/Technology School - Cafeteria,3820 Fernside Road,Randallstown,MD,21133,NA,10,02,03,02,004,02,SCHOOL,NA,NA,NA,002-014
4,Baltimore County,36867,Deer Park Elementary School - Cafeteria,9809 Lyons Mill Road,Owings Mills,MD,21117,11A,11,02,03,02,004,02,SCHOOL,NA,NA,NA,002-015
4,Baltimore County,36737,Randallstown High School - Gym,4000 Offutt Road,Randallstown,MD,21133,NA,10,02,03,02,004,02,SCHOOL,NA,NA,NA,002-016
4,Baltimore County,36737,Randallstown High School - Cafeteria,4000 Offutt Road,Randallstown,MD,21133,NA,10,02,03,02,004,02,SCHOOL,NA,NA,NA,002-017
4,Baltimore County,37578,Hernwood Elem School - Cafe,9919 Marriottsville RD,Randallstown,MD,21133,NA,10,02,03,02,004,02,SCHOOL,NA,NA,NA,002-018
4,Baltimore County,36357,Granite Presbyterian Church - Social Hall,10637 Old Court Road,Woodstock,MD,21163,NA,10,02,03,02,004,02,CHURCH,NA,NA,NA,002-019
4,Baltimore County,37648,Deer Park Mid/Mag School - Gym,9830 Winands RD,Randallstown,MD,21133,NA,10,02,03,02,004,02,SCHOOL,NA,NA,NA,002-020
4,Baltimore County,36668,Wards Chapel Methodist Church - Hall,11023 Liberty Road,Randallstown,MD,21133,NA,10,02,03,02,004,02,CHURCH,NA,NA,NA,002-021
4,Baltimore County,37572,Featherbed Lane Elementary School - Gym,6700 Richardson RD,Baltimore,MD,21207,44B,44,07,03,02,002,02,SCHOOL,NA,NA,NA,002-022
4,Baltimore County,37650,Northwest Academy Of Health Sciences - Gym,4627 Old Court RD,Baltimore,MD,21208,11B,11,07,03,02,002,02,SCHOOL,NA,NA,NA,002-023
4,Baltimore County,37648,Deer Park Mid/Mag School - Gym,9830 Winands RD,Randallstown,MD,21133,NA,10,02,03,02,004,02,SCHOOL,NA,NA,NA,002-024
4,Baltimore County,36854,North Oaks Retirement Community - Wilson Hall,725 Mount Wilson Lane,Baltimore,MD,21208,11A,11,02,03,02,002,02,COMMUNITY CENTER,NA,NA,NA,002-025
4,Baltimore County,36855,New Town Elementary School - Gym,4924 New Town Blvd,Owings Mills,MD,21117,11A,11,02,03,02,004,02,SCHOOL,NA,NA,NA,002-026
4,Baltimore County,36867,Deer Park Elementary School - Gym,9809 Lyons Mill Road,Owings Mills,MD,21117,NA,10,02,03,02,004,02,SCHOOL,NA,NA,NA,002-027
4,Baltimore County,37650,Northwest Academy Of Health Sciences - Gym,4627 Old Court RD,Baltimore,MD,21208,NA,10,07,03,02,002,02,SCHOOL,NA,NA,NA,002-028
4,Baltimore County,36984,New Town High School - Cafeteria,4931 New Town Blvd.,Owings Mills,MD,21117,11A,11,02,03,02,004,02,SCHOOL,NA,NA,NA,002-029
4,Baltimore County,37654,Windsor Mill Middle - Gym,8300 Windsor Mill RD,Baltimore,MD,21244,NA,10,02,03,02,004,02,SCHOOL,NA,NA,NA,002-030
4,Baltimore County,37561,"Campfield Early Learning Center, Gym",6834 Alter Street,Baltimore,MD,21207,44B,44,07,03,02,002,03,SCHOOL,NA,NA,NA,003-001
4,Baltimore County,36744,Milbrook Elementary School - Cafe,4300 Crest Heights Road,Baltimore,MD,21215,11B,11,02,03,02,002,03,SCHOOL,NA,NA,NA,003-002
4,Baltimore County,36745,Sudbrook Magnet Middle School - Cafeteria,4300 Bedford Road,Baltimore,MD,21208,44B,44,07,03,02,002,03,SCHOOL,NA,NA,NA,003-003
4,Baltimore County,36746,Bedford Elementary School - Gym,7407 Dorman Drive,Baltimore,MD,21208,11B,11,07,03,02,002,03,SCHOOL,NA,NA,NA,003-004
4,Baltimore County,37108,Pikesville Middle School - Gym,7701 Seven Mile Lane,Baltimore,MD,21208,11B,11,02,03,02,002,03,SCHOOL,NA,NA,NA,003-005
4,Baltimore County,37108,Pikesville Middle School - Cafeteria,7701 Seven Mile Lane,Baltimore,MD,21208,11B,11,02,03,02,002,03,SCHOOL,NA,NA,NA,003-006
4,Baltimore County,36747,Pikesville High School - Cafeteria,7621 Labyrinth Road,Baltimore,MD,21208,11B,11,02,03,02,002,03,SCHOOL,NA,NA,NA,003-007
4,Baltimore County,36748,Summit Park Elementary School - Cafeteria,6920 Diana Road,Baltimore,MD,21209,11B,11,02,03,02,002,03,SCHOOL,NA,NA,NA,003-008
4,Baltimore County,36748,Summit Park Elementary School - Gym,6920 Diana Road,Baltimore,MD,21209,11B,11,02,03,02,002,03,SCHOOL,NA,NA,NA,003-009
4,Baltimore County,36738,Fort Garrison Elementary School - Multipurpose Rm,3310 Woodvalley Drive,Baltimore,MD,21208,11B,11,02,03,02,002,03,SCHOOL,NA,NA,NA,003-010
4,Baltimore County,37201,Woodholme Elementary School - Gym,300 Mount Wilson Lane,Baltimore,MD,21208,11B,11,02,03,02,002,03,SCHOOL,NA,NA,NA,003-011
4,Baltimore County,37296,St. Thomas Episcopal Church - Hall,232 St. Thomas Lane,Owings Mills,MD,21117,11A,11,02,03,02,002,03,CHURCH,NA,NA,NA,003-012
4,Baltimore County,36738,Fort Garrison Elementary School - Cafe,3310 Woodvalley Drive,Baltimore,MD,21208,11B,11,02,03,02,002,03,SCHOOL,NA,NA,NA,003-013
4,Baltimore County,37201,Woodholme Elementary School - Rec Council Room,300 Mount Wilson Lane,Baltimore,MD,21208,11B,11,02,03,02,002,03,SCHOOL,NA,NA,NA,003-014
4,Baltimore County,36692,Owings Mills High School - Gym,124 Tollgate Road,Owings Mills,MD,21117,11A,11,02,03,02,004,04,SCHOOL,NA,NA,NA,004-001
4,Baltimore County,36727,Timber Grove Elementary School - Cafeteria,701 Academy Avenue,Owings Mills,MD,21117,NA,10,02,03,02,002,04,SCHOOL,NA,NA,NA,004-002
4,Baltimore County,37652,Owings Mills High School-Senior Cafe,124 Tollgate Road,Owings Mills,MD,21117,11B,11,02,03,02,002,04,SCHOOL,NA,NA,NA,004-003
4,Baltimore County,36728,Glyndon Elementary School - Cafeteria,445 Glyndon Drive,Reisterstown,MD,21136,NA,10,02,03,02,002,04,SCHOOL,NA,NA,NA,004-004
4,Baltimore County,36728,Glyndon Elementary School - Gym,445 Glyndon Drive,Reisterstown,MD,21136,NA,10,02,03,02,004,04,SCHOOL,NA,NA,NA,004-005
4,Baltimore County,36729,Reisterstown Elementary School - Gym,223 Walgrove Road,Reisterstown,MD,21136,NA,10,02,03,02,004,04,SCHOOL,NA,NA,NA,004-006
4,Baltimore County,36669,Franklin Middle School - Annex Cafeteria,10 Cockeysmill Road,Reisterstown,MD,21136,NA,10,02,03,02,004,04,SCHOOL,NA,NA,NA,004-007
4,Baltimore County,36776,Chatsworth School - Cafeteria,222 New Avenue,Reisterstown,MD,21136,NA,10,02,03,02,004,04,SCHOOL,NA,NA,NA,004-008
4,Baltimore County,37884,Upperco Vol Fire Dept - Meeting Rm,5500 Fringer RD,Upperco,MD,21155,NA,10,02,03,02,004,04,FIRE STATION,NA,NA,NA,004-009
4,Baltimore County,36857,Franklin Elementary School - Gym,33 Cockeysmill Road,Reisterstown,MD,21136,NA,10,02,03,02,004,04,SCHOOL,NA,NA,NA,004-010
4,Baltimore County,37881,Franklin Middle School - Gym,10 Cockeysmill RD,Reisterstown,MD,21136,NA,10,02,03,02,004,04,SCHOOL,NA,NA,NA,004-011
4,Baltimore County,37148,Cedarmere Elementary School - Cafeteria,17 Nicodemus Road,Reisterstown,MD,21136,NA,10,02,03,02,004,04,SCHOOL,NA,NA,NA,004-012
4,Baltimore County,37203,Chestnut Ridge Volunteer Fire - Meeting Room,12020 Greenspring Avenue,Owings Mills,MD,21117,11A,11,02,03,02,002,04,FIRE STATION,NA,NA,NA,004-013
4,Baltimore County,36985,Owings Mills VFW Post 521 - Meeting Room,214 Tollgate Road,Owings Mills,MD,21117,11A,11,02,03,02,002,04,FIRE STATION,NA,NA,NA,004-014
4,Baltimore County,37652,Owings Mills High School-Senior Cafe,124 Tollgate Road,Owings Mills,MD,21117,11A,11,02,03,02,004,04,SCHOOL,NA,NA,NA,004-015
4,Baltimore County,37884,Upperco Vol Fire Dept - Meeting Rm,5500 Fringer RD,Upperco,MD,21155,42A,42,02,03,02,004,04,FIRE STATION,NA,NA,NA,004-016
4,Baltimore County,36730,Fifth District Elementary School - Gym,3725 Mount Carmel Road,Upperco,MD,21155,42A,42,02,03,02,003,05,SCHOOL,NA,NA,NA,005-001
4,Baltimore County,36731,Prettyboy Elementary School - Cafeteria,19810 Middletown Road,Freeland,MD,21053,42A,42,02,03,02,003,06,SCHOOL,NA,NA,NA,006-001
4,Baltimore County,36731,Prettyboy Elementary School - Gym,19810 Middletown Road,Freeland,MD,21053,42A,42,02,03,02,003,06,SCHOOL,NA,NA,NA,006-002
4,Baltimore County,36732,Seventh District Elementary School - Gym,20300 York Road,Parkton,MD,21120,42A,42,01,03,02,003,07,SCHOOL,NA,NA,NA,007-001
4,Baltimore County,36932,American Legion Hall Post 256 - Hall,19520 York Road,Parkton,MD,21120,42A,42,01,03,02,003,07,OTHER,NA,NA,NA,007-002
4,Baltimore County,36733,Hereford High School - Cafeteria,17301 York Road,Parkton,MD,21120,42A,42,02,03,02,003,07,SCHOOL,NA,NA,NA,007-003
4,Baltimore County,36777,Sparks Elementary School - Cafeteria,601 Belfast Road,Sparks,MD,21152,42A,42,02,03,02,003,08,SCHOOL,NA,NA,NA,008-001
4,Baltimore County,37370,Mays Chapel Elementary School - Gym,12250 Roundwood Road,Lutherville/Timonium,MD,21093,11B,11,02,03,02,003,08,SCHOOL,NA,NA,NA,008-002
4,Baltimore County,36869,Warren Elementary School - Cafeteria,900 Bosley Road,Cockeysville,MD,21030,42B,42,02,03,02,003,08,SCHOOL,NA,NA,NA,008-003
4,Baltimore County,36869,Warren Elementary School - Gym,900 Bosley Road,Cockeysville,MD,21030,42B,42,02,03,02,003,08,SCHOOL,NA,NA,NA,008-004
4,Baltimore County,36734,Dulaney High School - Gym,255 Padonia Road,Lutherville/Timonium,MD,21093,42A,42,02,03,02,003,08,SCHOOL,NA,NA,NA,008-005
4,Baltimore County,37373,Cockeysville Community Center - Gym,9836 Greenside Drive,Cockeysville,MD,21030,42B,42,02,03,02,003,08,COMMUNITY CENTER,NA,NA,NA,008-006
4,Baltimore County,37568,Cockeysville Middle School - Cafe,10401 Greenside DR,Cockeysville,MD,21030,11B,11,02,03,02,003,08,SCHOOL,NA,NA,NA,008-007
4,Baltimore County,37338,Center for MD Agriculture - Farm Park,1114 Shawan Road,Cockeysville,MD,21030,11B,11,02,03,02,002,08,OTHER,NA,NA,NA,008-008
4,Baltimore County,36986,Grace English Evangelical Lutheran Church - Hall,8601 Valleyfield Road,Lutherville/Timonium,MD,21093,11B,11,02,03,02,003,08,CHURCH,NA,NA,NA,008-009
4,Baltimore County,36722,Pinewood Elementary School - Cafeteria,200 Rickswood Road,Lutherville/Timonium,MD,21093,11B,11,02,03,02,003,08,SCHOOL,NA,NA,NA,008-010
4,Baltimore County,36723,Padonia International Elementary School - Cafeteria,9834 Greenside Drive,Cockeysville,MD,21030,42B,42,02,03,02,003,08,SCHOOL,NA,NA,NA,008-011
4,Baltimore County,36736,Pot Spring Elementary School - Cafeteria,2410 Springlake Drive,Lutherville/Timonium,MD,21093,42B,42,02,03,02,003,08,SCHOOL,NA,NA,NA,008-012
4,Baltimore County,36721,Timonium Elementary School - Gym,2001 Eastridge Road,Lutherville/Timonium,MD,21093,42B,42,02,03,02,003,08,SCHOOL,NA,NA,NA,008-013
4,Baltimore County,37595,Ridgely Middle School - Cafe,121 Ridgely RD,Luth/Timonium,MD,21093,42B,42,02,03,02,003,08,SCHOOL,NA,NA,NA,008-014
4,Baltimore County,36778,Oregon Ridge - Seneca Room,13401 Beaver Dam Road,Cockeysville,MD,21031,NA,10,02,03,02,003,08,SCHOOL,NA,NA,NA,008-015
4,Baltimore County,37649,Lutherville Laboratory Elementary School-Cafe,1700 York Road,Luth/Timonium,MD,21093,11B,11,02,03,02,003,08,SCHOOL,NA,NA,NA,008-016
4,Baltimore County,36779,Riderwood Elementary School - Gym,1711 Landrake Road,Baltimore,MD,21204,11B,11,02,03,02,002,08,SCHOOL,NA,NA,NA,008-017
4,Baltimore County,36780,Trinity Assembly of God - Social Hall,2122 W. Joppa Road,Lutherville/Timonium,MD,21093,11B,11,02,03,02,003,08,CHURCH,NA,NA,NA,008-018
4,Baltimore County,36735,Mays Chapel United Methodist Church - Hall,11911 Jenifer Road,Lutherville/Timonium,MD,21093,11B,11,02,03,02,003,08,CHURCH,NA,NA,NA,008-019
4,Baltimore County,36722,Pinewood Elementary School - Gym,200 Rickswood Road,Lutherville/Timonium,MD,21093,11B,11,02,03,02,003,08,SCHOOL,NA,NA,NA,008-020
4,Baltimore County,36778,Oregon Ridge - Seneca Room,13401 Beaver Dam Road,Cockeysville,MD,21031,11A,11,02,03,02,003,08,SCHOOL,NA,NA,NA,008-021
4,Baltimore County,37569,Cockeysville Middle School -Gym,10401 Greenside DR,Cockeysville,MD,21030,42A,42,02,03,02,003,08,SCHOOL,NA,NA,NA,008-022
4,Baltimore County,37297,Baltimore Chinese Baptist Church - Hall,1804 Ridge Road,Reisterstown,MD,21136,11A,11,02,03,02,003,08,CHURCH,NA,NA,NA,008-023
4,Baltimore County,37298,Korean Presbyterian Church - First Floor,1600 W. Seminary Avenue,Lutherville/Timonium,MD,21093,11B,11,02,03,02,003,08,CHURCH,NA,NA,NA,008-024
4,Baltimore County,36777,Sparks Elementary School - Gym,601 Belfast Road,Sparks,MD,21152,42A,42,02,03,02,003,08,SCHOOL,NA,NA,NA,008-025
4,Baltimore County,37569,Cockeysville Middle School -Gym,10401 Greenside DR,Cockeysville,MD,21030,11B,11,02,03,02,003,08,SCHOOL,NA,NA,NA,008-026
4,Baltimore County,37589,Oregon Ridge - Sequoia Room,13401 Beaver Dam RD,Cockeysville,MD,21030,42A,42,02,03,02,003,08,COMMUNITY CENTER,NA,NA,NA,008-027
4,Baltimore County,37649,Lutherville Laboratory Elementary School-Cafe,1700 York Road,Luth/Timonium,MD,21093,11B,11,02,03,02,003,08,SCHOOL,NA,NA,NA,008-028
4,Baltimore County,37589,Oregon Ridge - Sequoia Room,13401 Beaver Dam RD,Cockeysville,MD,21030,11A,11,02,03,02,003,08,COMMUNITY CENTER,NA,NA,NA,008-029
4,Baltimore County,36742,Brooklandville Fire Department - Engine Bay,10017 Falls Road,Lutherville/Timonium,MD,21093,11B,11,02,03,02,002,09,FIRE STATION,NA,NA,NA,009-001
4,Baltimore County,36870,Ridge Ruxton School - Multipurpose Rm,6916 Charles Street,Baltimore,MD,21204,11B,11,02,03,02,002,09,SCHOOL,NA,NA,NA,009-002
4,Baltimore County,37596,Rodgers Forge Elem School - Cafe,250 Dumbarton Road,Baltimore,MD,21212,43B,43,02,03,02,006,09,SCHOOL,NA,NA,NA,009-003
4,Baltimore County,37596,Rodgers Forge Elem School - Cafe,250 Dumbarton Road,Baltimore,MD,21212,42B,42,02,03,02,002,09,SCHOOL,NA,NA,NA,009-004
4,Baltimore County,37560,Bykota Senior Center - Gym,611 Central AVE,Baltimore,MD,21204,43B,43,02,03,02,006,09,SENIOR CENTER,NA,NA,NA,009-005
4,Baltimore County,37564,Carver Center For Arts And Tech High School - Cafe,938 York RD,Baltimore,MD,21204,42B,42,02,03,02,006,09,SCHOOL,NA,NA,NA,009-006
4,Baltimore County,37574,Hampton Elementary School - Multi Purpose Rm,1115 Charmuth RD,Luth/Timonium,MD,21093,42B,42,02,03,02,003,09,SCHOOL,NA,NA,NA,009-007
4,Baltimore County,37585,Loch Raven High School - Gym,1212 Cowpens AVE,Towson,MD,21286,42B,42,02,03,02,003,09,SCHOOL,NA,NA,NA,009-008
4,Baltimore County,37586,Loch Raven High School-Cafe,1212 Cowpens Avenue,Baltimore,MD,21286,07A,07,02,03,02,003,09,SCHOOL,NA,NA,NA,009-009
4,Baltimore County,37571,Cromwell Valley Elementary Reg Magnet - Cafe,825 Providence RD,Baltimore,MD,21286,43B,43,02,03,02,006,09,SCHOOL,NA,NA,NA,009-010
4,Baltimore County,36724,Towson Area Branch Library - Meeting Rm,320 York Road,Baltimore,MD,21204,43B,43,02,03,02,006,09,OTHER,NA,NA,NA,009-011
4,Baltimore County,36739,Towson High School - Cafeteria,69 Cedar Avenue,Baltimore,MD,21286,43B,43,02,03,02,006,09,SCHOOL,NA,NA,NA,009-012
4,Baltimore County,37299,Stoneleigh Elementary School - Gym,900 Pemberton Road,Baltimore,MD,21212,43B,43,02,03,02,006,09,SCHOOL,NA,NA,NA,009-013
4,Baltimore County,37299,Stoneleigh Elementary School - Cafe,900 Pemberton Road,Baltimore,MD,21212,43B,43,02,03,02,006,09,SCHOOL,NA,NA,NA,009-014
4,Baltimore County,36740,Loch Raven Academy - Cafeteria,8101 LaSalle Road,Baltimore,MD,21286,43B,43,02,03,02,006,09,SCHOOL,NA,NA,NA,009-015
4,Baltimore County,36741,Pleasant Plains Elementary School - Gym,8300 Pleasant Plains Road,Baltimore,MD,21286,NA,08,02,03,02,006,09,SCHOOL,NA,NA,NA,009-016
4,Baltimore County,37594,Pleasant Plains Elementary School - Cafe',8300 Pleasant Plains RD,Baltimore,MD,21286,NA,08,02,03,02,006,09,SCHOOL,NA,NA,NA,009-017
4,Baltimore County,37651,Oakleigh Elementary School - Gym,1901 White Oak AVE,Baltimore,MD,21234,NA,08,02,03,02,006,09,SCHOOL,NA,NA,NA,009-018
4,Baltimore County,36876,Loch Raven Community Center - Gym,1801 Glen Keith Boulevard,Baltimore,MD,21234,NA,08,02,03,02,006,09,COMMUNITY CENTER,NA,NA,NA,009-019
4,Baltimore County,37204,Halstead Academy - Cafeteria,1111 Halstead Road,Baltimore,MD,21234,NA,08,02,03,02,006,09,SCHOOL,NA,NA,NA,009-020
4,Baltimore County,36725,Villa Cresta Elementary School - Gym,2600 Rader Avenue,Baltimore,MD,21234,NA,08,02,03,02,006,09,SCHOOL,NA,NA,NA,009-021
4,Baltimore County,36726,Parkville High School - Cafeteria,2600 Putty Hill Avenue,Baltimore,MD,21234,NA,08,02,03,02,006,09,SCHOOL,NA,NA,NA,009-022
4,Baltimore County,36718,Harford Hills Elementary School - Gym,8902 Old Harford Road,Baltimore,MD,21234,NA,08,02,03,02,005,09,SCHOOL,NA,NA,NA,009-023
4,Baltimore County,37593,Pine Grove Elementary School - Cafeteria,2701 Summit Avenue,Baltimore,MD,21234,07A,07,02,03,02,003,09,SCHOOL,NA,NA,NA,009-024
4,Baltimore County,37593,Pine Grove Elementary School - Cafeteria,2701 Summit Avenue,Baltimore,MD,21234,07A,07,02,03,02,005,09,SCHOOL,NA,NA,NA,009-025
4,Baltimore County,37651,Oakleigh Elementary School - Gym,1901 White Oak AVE,Baltimore,MD,21234,NA,08,02,03,02,003,09,SCHOOL,NA,NA,NA,009-026
4,Baltimore County,37571,Cromwell Valley Elementary Reg Magnet - Cafe,825 Providence RD,Baltimore,MD,21286,NA,08,02,03,02,006,09,SCHOOL,NA,NA,NA,009-027
4,Baltimore County,37204,Halstead Academy - Gym,1111 Halstead Road,Baltimore,MD,21234,NA,08,02,03,02,006,09,SCHOOL,NA,NA,NA,009-028
4,Baltimore County,37883,Towson University - South Campus Pavillion,1 S. Auburn DR,Towson,MD,21252,43B,43,02,03,02,006,09,SCHOOL,NA,NA,EVC-3,009-029
4,Baltimore County,37596,Rodgers Forge Elem School - Cafe,250 Dumbarton Road,Baltimore,MD,21212,11B,11,02,03,02,006,09,SCHOOL,NA,NA,NA,009-030
4,Baltimore County,37574,Hampton Elementary School - Multi Purpose Rm,1115 Charmuth RD,Luth/Timonium,MD,21093,11B,11,02,03,02,003,09,SCHOOL,NA,NA,NA,009-031
4,Baltimore County,37577,Hereford Middle School - Cafe',712 Corbett RD,Monkton,MD,21111,42A,42,01,03,02,003,10,SCHOOL,NA,NA,NA,010-001
4,Baltimore County,37581,Jacksonville Recreation Center - Gym,3605 B Sweet Air RD,Phoenix,MD,21131,42A,42,02,03,02,003,10,COMMUNITY CENTER,NA,NA,EVC10,010-002
4,Baltimore County,36936,Jacksonville Elementary School - Gym,3400 Hillendale Heights Road,Phoenix,MD,21131,42A,42,01,03,02,003,10,SCHOOL,NA,NA,NA,010-003
4,Baltimore County,36936,Jacksonville Elementary School - Cafe,3400 Hillendale Heights Road,Phoenix,MD,21131,42A,42,01,03,02,003,10,SCHOOL,NA,NA,NA,010-004
4,Baltimore County,37563,Carroll Manor Elementary School -  Cafe',4434 Carroll Manor RD,Baldwin,MD,21013,42A,42,01,03,02,003,10,SCHOOL,NA,NA,NA,010-005
4,Baltimore County,37577,Hereford Middle School - Cafe',712 Corbett RD,Monkton,MD,21111,42A,42,02,03,02,003,10,SCHOOL,NA,NA,NA,010-006
4,Baltimore County,37563,Carroll Manor Elementary School -  Cafe',4434 Carroll Manor RD,Baldwin,MD,21013,42A,42,01,03,02,003,11,SCHOOL,NA,NA,NA,011-001
4,Baltimore County,37581,Jacksonville Recreation Center - Gym,3605 B Sweet Air RD,Phoenix,MD,21131,07A,07,01,03,02,003,11,COMMUNITY CENTER,NA,NA,EVC10,011-002
4,Baltimore County,37583,Kingsville Elementary School - Gym,7300 Sunshine AVE,Kingsville,MD,21087,07A,07,01,03,02,005,11,SCHOOL,NA,NA,NA,011-003
4,Baltimore County,37653,Vincent Farm Elementary School - Gym,6019 Ebenezer Road,White Marsh,MD,21162,07A,07,01,03,02,005,11,SCHOOL,NA,NA,NA,011-004
4,Baltimore County,36693,Chapel Hill Elementary School - Multipurpose Rm,5200 E. Joppa Road,Perry Hall,MD,21128,07A,07,01,03,02,005,11,SCHOOL,NA,NA,NA,011-005
4,Baltimore County,36934,Gunpowder Elementary School - Cafeteria,9540 Holiday Manor Road,Baltimore,MD,21236,07A,07,01,03,02,005,11,SCHOOL,NA,NA,NA,011-006
